# FRONT piece boundary — closed 3D loop on the shell surface; coordinates mm, x lateral (+ wearer's left), y front-to-back (+ front), z height above waist
# piece split at the SOLVED armhole theta = +-102.9660 deg
segment,theta_deg,x_mm,y_mm,z_mm
armhole seam -split (up),-102.9660,-110.162,-21.633,36.805
armhole seam -split (up),-102.9660,-110.158,-21.641,37.273
armhole seam -split (up),-102.9660,-110.154,-21.649,37.741
armhole seam -split (up),-102.9660,-110.151,-21.656,38.210
armhole seam -split (up),-102.9660,-110.147,-21.664,38.678
armhole seam -split (up),-102.9660,-110.144,-21.672,39.147
armhole seam -split (up),-102.9660,-110.142,-21.680,39.615
armhole seam -split (up),-102.9660,-110.139,-21.687,40.083
armhole seam -split (up),-102.9660,-110.137,-21.695,40.552
armhole seam -split (up),-102.9660,-110.135,-21.704,41.020
armhole seam -split (up),-102.9660,-110.134,-21.712,41.489
armhole seam -split (up),-102.9660,-110.132,-21.720,41.957
armhole seam -split (up),-102.9660,-110.131,-21.728,42.425
armhole seam -split (up),-102.9660,-110.131,-21.736,42.894
armhole seam -split (up),-102.9660,-110.130,-21.745,43.362
armhole seam -split (up),-102.9660,-110.130,-21.753,43.831
armhole seam -split (up),-102.9660,-110.131,-21.762,44.299
armhole seam -split (up),-102.9660,-110.131,-21.770,44.767
armhole seam -split (up),-102.9660,-110.132,-21.779,45.236
armhole seam -split (up),-102.9660,-110.134,-21.788,45.704
armhole seam -split (up),-102.9660,-110.136,-21.797,46.173
armhole seam -split (up),-102.9660,-110.138,-21.805,46.641
armhole seam -split (up),-102.9660,-110.140,-21.814,47.109
armhole seam -split (up),-102.9660,-110.143,-21.823,47.578
armhole seam -split (up),-102.9660,-110.146,-21.832,48.046
armhole seam -split (up),-102.9660,-110.150,-21.841,48.514
armhole seam -split (up),-102.9660,-110.154,-21.851,48.983
armhole seam -split (up),-102.9660,-110.158,-21.860,49.451
armhole seam -split (up),-102.9660,-110.163,-21.869,49.920
armhole seam -split (up),-102.9660,-110.168,-21.878,50.388
armhole seam -split (up),-102.9660,-110.174,-21.888,50.856
armhole seam -split (up),-102.9660,-110.180,-21.897,51.325
armhole seam -split (up),-102.9660,-110.187,-21.907,51.793
armhole seam -split (up),-102.9660,-110.194,-21.916,52.262
armhole seam -split (up),-102.9660,-110.201,-21.926,52.730
armhole seam -split (up),-102.9660,-110.209,-21.936,53.198
armhole seam -split (up),-102.9660,-110.218,-21.946,53.667
armhole seam -split (up),-102.9660,-110.227,-21.955,54.135
armhole seam -split (up),-102.9660,-110.236,-21.965,54.604
armhole seam -split (up),-102.9660,-110.246,-21.975,55.072
armhole seam -split (up),-102.9660,-110.256,-21.985,55.540
armhole seam -split (up),-102.9660,-110.267,-21.995,56.009
armhole seam -split (up),-102.9660,-110.278,-22.005,56.477
armhole seam -split (up),-102.9660,-110.290,-22.015,56.946
armhole seam -split (up),-102.9660,-110.303,-22.025,57.414
armhole seam -split (up),-102.9660,-110.316,-22.035,57.882
armhole seam -split (up),-102.9660,-110.329,-22.046,58.351
armhole seam -split (up),-102.9660,-110.343,-22.056,58.819
armhole seam -split (up),-102.9660,-110.358,-22.066,59.287
armhole seam -split (up),-102.9660,-110.373,-22.077,59.756
armhole seam -split (up),-102.9660,-110.388,-22.087,60.224
armhole seam -split (up),-102.9660,-110.405,-22.098,60.693
armhole seam -split (up),-102.9660,-110.421,-22.109,61.161
armhole seam -split (up),-102.9660,-110.439,-22.119,61.629
armhole seam -split (up),-102.9660,-110.456,-22.130,62.098
armhole seam -split (up),-102.9660,-110.475,-22.141,62.566
armhole seam -split (up),-102.9660,-110.494,-22.152,63.035
armhole seam -split (up),-102.9660,-110.513,-22.162,63.503
armhole seam -split (up),-102.9660,-110.533,-22.173,63.971
armhole seam -split (up),-102.9660,-110.554,-22.184,64.440
armhole seam -split (up),-102.9660,-110.575,-22.195,64.908
armhole seam -split (up),-102.9660,-110.596,-22.206,65.377
armhole seam -split (up),-102.9660,-110.618,-22.218,65.845
armhole seam -split (up),-102.9660,-110.641,-22.229,66.313
armhole seam -split (up),-102.9660,-110.664,-22.240,66.782
armhole seam -split (up),-102.9660,-110.687,-22.251,67.250
armhole seam -split (up),-102.9660,-110.711,-22.263,67.718
armhole seam -split (up),-102.9660,-110.736,-22.274,68.187
armhole seam -split (up),-102.9660,-110.761,-22.286,68.655
armhole seam -split (up),-102.9660,-110.786,-22.297,69.124
armhole seam -split (up),-102.9660,-110.812,-22.309,69.592
armhole seam -split (up),-102.9660,-110.838,-22.320,70.060
armhole seam -split (up),-102.9660,-110.865,-22.332,70.529
armhole seam -split (up),-102.9660,-110.893,-22.344,70.997
armhole seam -split (up),-102.9660,-110.920,-22.356,71.466
armhole seam -split (up),-102.9660,-110.949,-22.368,71.934
armhole seam -split (up),-102.9660,-110.977,-22.380,72.402
armhole seam -split (up),-102.9660,-111.007,-22.392,72.871
armhole seam -split (up),-102.9660,-111.036,-22.404,73.339
armhole seam -split (up),-102.9660,-111.066,-22.416,73.808
armhole seam -split (up),-102.9660,-111.097,-22.428,74.276
armhole seam -split (up),-102.9660,-111.128,-22.440,74.744
armhole seam -split (up),-102.9660,-111.159,-22.452,75.213
armhole seam -split (up),-102.9660,-111.191,-22.465,75.681
armhole seam -split (up),-102.9660,-111.224,-22.477,76.150
armhole seam -split (up),-102.9660,-111.256,-22.489,76.618
armhole seam -split (up),-102.9660,-111.289,-22.502,77.086
armhole seam -split (up),-102.9660,-111.323,-22.514,77.555
armhole seam -split (up),-102.9660,-111.357,-22.527,78.023
armhole seam -split (up),-102.9660,-111.391,-22.540,78.491
armhole seam -split (up),-102.9660,-111.426,-22.552,78.960
armhole seam -split (up),-102.9660,-111.461,-22.565,79.428
armhole seam -split (up),-102.9660,-111.497,-22.578,79.897
armhole seam -split (up),-102.9660,-111.533,-22.591,80.365
armhole seam -split (up),-102.9660,-111.569,-22.604,80.833
armhole seam -split (up),-102.9660,-111.606,-22.617,81.302
armhole seam -split (up),-102.9660,-111.643,-22.630,81.770
armhole seam -split (up),-102.9660,-111.681,-22.643,82.239
armhole seam -split (up),-102.9660,-111.719,-22.656,82.707
armhole seam -split (up),-102.9660,-111.757,-22.669,83.175
armhole seam -split (up),-102.9660,-111.796,-22.683,83.644
armhole seam -split (up),-102.9660,-111.835,-22.696,84.112
armhole seam -split (up),-102.9660,-111.874,-22.709,84.581
armhole seam -split (up),-102.9660,-111.914,-22.723,85.049
armhole seam -split (up),-102.9660,-111.954,-22.736,85.517
armhole seam -split (up),-102.9660,-111.994,-22.750,85.986
armhole seam -split (up),-102.9660,-112.035,-22.763,86.454
armhole seam -split (up),-102.9660,-112.076,-22.777,86.923
armhole seam -split (up),-102.9660,-112.118,-22.791,87.391
armhole seam -split (up),-102.9660,-112.159,-22.805,87.859
armhole seam -split (up),-102.9660,-112.202,-22.818,88.328
armhole seam -split (up),-102.9660,-112.244,-22.832,88.796
armhole seam -split (up),-102.9660,-112.287,-22.846,89.264
armhole seam -split (up),-102.9660,-112.330,-22.860,89.733
armhole seam -split (up),-102.9660,-112.373,-22.874,90.201
armhole seam -split (up),-102.9660,-112.417,-22.889,90.670
armhole seam -split (up),-102.9660,-112.461,-22.903,91.138
armhole seam -split (up),-102.9660,-112.505,-22.917,91.606
armhole seam -split (up),-102.9660,-112.550,-22.931,92.075
armhole seam -split (up),-102.9660,-112.595,-22.946,92.543
armhole seam -split (up),-102.9660,-112.640,-22.960,93.012
armhole seam -split (up),-102.9660,-112.686,-22.974,93.480
armhole seam -split (up),-102.9660,-112.731,-22.989,93.948
armhole seam -split (up),-102.9660,-112.778,-23.004,94.417
armhole seam -split (up),-102.9660,-112.824,-23.018,94.885
armhole seam -split (up),-102.9660,-112.871,-23.033,95.354
armhole seam -split (up),-102.9660,-112.917,-23.048,95.822
armhole seam -split (up),-102.9660,-112.965,-23.062,96.290
armhole seam -split (up),-102.9660,-113.012,-23.077,96.759
armhole seam -split (up),-102.9660,-113.060,-23.092,97.227
armhole seam -split (up),-102.9660,-113.108,-23.107,97.696
armhole seam -split (up),-102.9660,-113.156,-23.122,98.164
armhole seam -split (up),-102.9660,-113.204,-23.137,98.632
armhole seam -split (up),-102.9660,-113.253,-23.152,99.101
armhole seam -split (up),-102.9660,-113.302,-23.168,99.569
armhole seam -split (up),-102.9660,-113.351,-23.183,100.037
armhole seam -split (up),-102.9660,-113.400,-23.198,100.506
armhole seam -split (up),-102.9660,-113.450,-23.214,100.974
armhole seam -split (up),-102.9660,-113.500,-23.229,101.443
armhole seam -split (up),-102.9660,-113.550,-23.245,101.911
armhole seam -split (up),-102.9660,-113.600,-23.260,102.379
armhole seam -split (up),-102.9660,-113.650,-23.276,102.848
armhole seam -split (up),-102.9660,-113.701,-23.291,103.316
armhole seam -split (up),-102.9660,-113.752,-23.307,103.785
armhole seam -split (up),-102.9660,-113.803,-23.323,104.253
armhole seam -split (up),-102.9660,-113.854,-23.339,104.721
armhole seam -split (up),-102.9660,-113.905,-23.355,105.190
armhole seam -split (up),-102.9660,-113.957,-23.371,105.658
armhole seam -split (up),-102.9660,-114.009,-23.387,106.127
armhole seam -split (up),-102.9660,-114.061,-23.403,106.595
armhole seam -split (up),-102.9660,-114.113,-23.419,107.063
armhole seam -split (up),-102.9660,-114.165,-23.435,107.532
armhole seam -split (up),-102.9660,-114.217,-23.451,108.000
armhole seam -split (up),-102.9660,-114.270,-23.467,108.469
armhole seam -split (up),-102.9660,-114.323,-23.484,108.937
armhole seam -split (up),-102.9660,-114.376,-23.500,109.405
armhole seam -split (up),-102.9660,-114.429,-23.517,109.874
armhole seam -split (up),-102.9660,-114.482,-23.533,110.342
armhole seam -split (up),-102.9660,-114.535,-23.550,110.810
armhole seam -split (up),-102.9660,-114.589,-23.566,111.279
armhole seam -split (up),-102.9660,-114.642,-23.583,111.747
armhole seam -split (up),-102.9660,-114.695,-23.599,112.216
armhole seam -split (up),-102.9660,-114.748,-23.614,112.684
armhole seam -split (up),-102.9660,-114.800,-23.629,113.152
armhole seam -split (up),-102.9660,-114.853,-23.643,113.621
armhole seam -split (up),-102.9660,-114.905,-23.656,114.089
armhole seam -split (up),-102.9660,-114.958,-23.668,114.558
armhole seam -split (up),-102.9660,-115.010,-23.680,115.026
armhole seam -split (up),-102.9660,-115.062,-23.690,115.494
armhole seam -split (up),-102.9660,-115.113,-23.698,115.963
armhole seam -split (up),-102.9660,-115.165,-23.706,116.431
armhole seam -split (up),-102.9660,-115.215,-23.712,116.900
armhole seam -split (up),-102.9660,-115.265,-23.716,117.368
armhole seam -split (up),-102.9660,-115.315,-23.719,117.836
armhole seam -split (up),-102.9660,-115.363,-23.721,118.305
armhole seam -split (up),-102.9660,-115.411,-23.720,118.773
armhole seam -split (up),-102.9660,-115.458,-23.718,119.241
armhole seam -split (up),-102.9660,-115.504,-23.714,119.710
armhole seam -split (up),-102.9660,-115.549,-23.708,120.178
armhole seam -split (up),-102.9660,-115.593,-23.700,120.647
armhole seam -split (up),-102.9660,-115.635,-23.690,121.115
armhole seam -split (up),-102.9660,-115.677,-23.678,121.583
armhole seam -split (up),-102.9660,-115.717,-23.664,122.052
armhole seam -split (up),-102.9660,-115.756,-23.647,122.520
armhole seam -split (up),-102.9660,-115.793,-23.628,122.989
armhole seam -split (up),-102.9660,-115.830,-23.606,123.457
armhole seam -split (up),-102.9660,-115.864,-23.583,123.925
armhole seam -split (up),-102.9660,-115.897,-23.556,124.394
armhole seam -split (up),-102.9660,-115.928,-23.527,124.862
armhole seam -split (up),-102.9660,-115.958,-23.496,125.331
armhole seam -split (up),-102.9660,-115.986,-23.462,125.799
armhole seam -split (up),-102.9660,-116.012,-23.425,126.267
armhole seam -split (up),-102.9660,-116.036,-23.385,126.736
armhole seam -split (up),-102.9660,-116.058,-23.343,127.204
armhole seam -split (up),-102.9660,-116.079,-23.298,127.673
armhole seam -split (up),-102.9660,-116.097,-23.250,128.141
armhole seam -split (up),-102.9660,-116.113,-23.199,128.609
armhole seam -split (up),-102.9660,-116.128,-23.145,129.078
armhole seam -split (up),-102.9660,-116.140,-23.088,129.546
armhole seam -split (up),-102.9660,-116.150,-23.028,130.014
armhole seam -split (up),-102.9660,-116.158,-22.965,130.483
armhole seam -split (up),-102.9660,-116.164,-22.899,130.951
armhole seam -split (up),-102.9660,-116.167,-22.830,131.420
armhole seam -split (up),-102.9660,-116.169,-22.758,131.888
armhole seam -split (up),-102.9660,-116.168,-22.683,132.356
armhole seam -split (up),-102.9660,-116.164,-22.604,132.825
armhole seam -split (up),-102.9660,-116.159,-22.523,133.293
armhole seam -split (up),-102.9660,-116.151,-22.438,133.762
armhole seam -split (up),-102.9660,-116.141,-22.350,134.230
armhole seam -split (up),-102.9660,-116.128,-22.260,134.698
armhole seam -split (up),-102.9660,-116.113,-22.166,135.167
armhole seam -split (up),-102.9660,-116.096,-22.069,135.635
armhole seam -split (up),-102.9660,-116.076,-21.969,136.104
armhole seam -split (up),-102.9660,-116.054,-21.866,136.572
armhole seam -split (up),-102.9660,-116.029,-21.760,137.040
armhole seam -split (up),-102.9660,-116.002,-21.651,137.509
armhole seam -split (up),-102.9660,-115.973,-21.538,137.977
armhole seam -split (up),-102.9660,-115.941,-21.423,138.446
armhole seam -split (up),-102.9660,-115.908,-21.305,138.914
armhole seam -split (up),-102.9660,-115.871,-21.184,139.382
armhole seam -split (up),-102.9660,-115.833,-21.060,139.851
armhole seam -split (up),-102.9660,-115.792,-20.934,140.319
armhole seam -split (up),-102.9660,-115.749,-20.805,140.787
armhole seam -split (up),-102.9660,-115.704,-20.673,141.256
armhole seam -split (up),-102.9660,-115.657,-20.538,141.724
armhole seam -split (up),-102.9660,-115.608,-20.401,142.193
armhole seam -split (up),-102.9660,-115.556,-20.261,142.661
armhole seam -split (up),-102.9660,-115.503,-20.119,143.129
armhole seam -split (up),-102.9660,-115.448,-19.974,143.598
armhole seam -split (up),-102.9660,-115.390,-19.827,144.066
armhole seam -split (up),-102.9660,-115.331,-19.678,144.535
armhole seam -split (up),-102.9660,-115.271,-19.527,145.003
armhole seam -split (up),-102.9660,-115.208,-19.374,145.471
armhole seam -split (up),-102.9660,-115.144,-19.219,145.940
armhole seam -split (up),-102.9660,-115.078,-19.061,146.408
armhole seam -split (up),-102.9660,-115.011,-18.903,146.877
armhole seam -split (up),-102.9660,-114.943,-18.742,147.345
armhole seam -split (up),-102.9660,-114.873,-18.580,147.813
armhole seam -split (up),-102.9660,-114.803,-18.416,148.282
armhole seam -split (up),-102.9660,-114.731,-18.251,148.750
armhole seam -split (up),-102.9660,-114.658,-18.084,149.219
armhole seam -split (up),-102.9660,-114.584,-17.917,149.687
armhole seam -split (up),-102.9660,-114.510,-17.748,150.155
armhole seam -split (up),-102.9660,-114.435,-17.579,150.624
armhole seam -split (up),-102.9660,-114.359,-17.408,151.092
armhole seam -split (up),-102.9660,-114.283,-17.237,151.560
armhole seam -split (up),-102.9660,-114.207,-17.066,152.029
armhole seam -split (up),-102.9660,-114.130,-16.894,152.497
armhole seam -split (up),-102.9660,-114.066,-16.723,152.966
armhole seam -split (up),-102.9660,-114.018,-16.555,153.434
armhole seam -split (up),-102.9660,-113.986,-16.389,153.902
armhole seam -split (up),-102.9660,-113.970,-16.225,154.371
armhole seam -split (up),-102.9660,-113.971,-16.063,154.839
armhole seam -split (up),-102.9660,-113.989,-15.904,155.308
armhole seam -split (up),-102.9660,-114.020,-15.747,155.776
armhole seam -split (up),-102.9660,-114.068,-15.594,156.244
armhole seam -split (up),-102.9660,-114.132,-15.443,156.713
armhole seam -split (up),-102.9660,-114.211,-15.295,157.181
armhole seam -split (up),-102.9660,-114.306,-15.151,157.650
armhole seam -split (up),-102.9660,-114.415,-15.010,158.118
armhole seam -split (up),-102.9660,-114.539,-14.872,158.586
armhole seam -split (up),-102.9660,-114.678,-14.737,159.055
armhole seam -split (up),-102.9660,-114.832,-14.607,159.523
armhole seam -split (up),-102.9660,-115.000,-14.479,159.992
armhole seam -split (up),-102.9660,-115.183,-14.356,160.460
armhole seam -split (up),-102.9660,-115.379,-14.236,160.928
armhole seam -split (up),-102.9660,-115.590,-14.121,161.397
armhole seam -split (up),-102.9660,-115.814,-14.009,161.865
armhole seam -split (up),-102.9660,-116.052,-13.902,162.333
armhole seam -split (up),-102.9660,-116.303,-13.800,162.802
armhole seam -split (up),-102.9660,-116.567,-13.702,163.270
armhole seam -split (up),-102.9660,-116.844,-13.608,163.739
armhole seam -split (up),-102.9660,-117.134,-13.518,164.207
armhole seam -split (up),-102.9660,-117.436,-13.434,164.675
armhole seam -split (up),-102.9660,-117.751,-13.354,165.144
armhole seam -split (up),-102.9660,-118.078,-13.278,165.612
armhole seam -split (up),-102.9660,-118.417,-13.208,166.081
armhole seam -split (up),-102.9660,-118.767,-13.142,166.549
armhole seam -split (up),-102.9660,-119.128,-13.082,167.017
armhole seam -split (up),-102.9660,-119.501,-13.026,167.486
armhole seam -split (up),-102.9660,-119.884,-12.976,167.954
armhole seam -split (up),-102.9660,-120.279,-12.931,168.423
armhole seam -split (up),-102.9660,-120.683,-12.891,168.891
armhole seam -split (up),-102.9660,-121.097,-12.857,169.359
armhole seam -split (up),-102.9660,-121.522,-12.827,169.828
armhole seam -split (up),-102.9660,-121.955,-12.803,170.296
armhole seam -split (up),-102.9660,-122.398,-12.784,170.764
armhole seam -split (up),-102.9660,-122.850,-12.770,171.233
armhole seam -split (up),-102.9660,-123.310,-12.761,171.701
armhole seam -split (up),-102.9660,-123.779,-12.758,172.170
